scenario,policy,seed,avg_fee_bps,hedged_pnl,lp_vs_hold,fee_revenue,lvr,volume,arb_count,fundamental_count,final_external_price,final_pool_price,normal_hedged_pnl,toxic_hedged_pnl,normal_steps,toxic_steps
campbell_rl_normal,fixed_10bps,5186,10.0000,0.2100,-0.3061,0.5988,0.3889,583.8017,74,1440,1.035300,1.035300,0.2100,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5187,10.0000,0.2092,-0.6546,0.5925,0.3834,613.2959,73,1440,0.949486,0.949486,0.2092,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5188,10.0000,0.1991,-0.1119,0.5768,0.3777,592.0296,78,1440,0.978954,0.978954,0.1991,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5189,10.0000,0.1998,-0.2141,0.6400,0.4402,628.8017,103,1440,1.029476,1.029476,0.1998,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5190,10.0000,0.2070,-0.2423,0.5941,0.3872,597.8072,74,1440,0.969109,0.969109,0.2070,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5191,10.0000,0.2062,-0.0046,0.6104,0.4041,605.9716,80,1440,0.995720,0.995720,0.2062,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5192,10.0000,0.2087,-0.2196,0.6049,0.3961,592.0913,90,1440,1.029858,1.029858,0.2087,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5193,10.0000,0.2006,-0.9918,0.6050,0.4044,623.9968,85,1440,0.938006,0.938006,0.2006,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5194,10.0000,0.2029,-0.1945,0.5746,0.3717,593.8833,77,1440,0.972305,0.972305,0.2029,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5195,10.0000,0.2075,-0.0050,0.5866,0.3791,579.6488,80,1440,1.004491,1.004491,0.2075,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5196,10.0000,0.2041,-1.3579,0.5826,0.3785,604.5331,74,1440,0.927659,0.927659,0.2041,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5197,10.0000,0.1967,-0.0581,0.5886,0.3919,594.5648,81,1440,0.984810,0.984810,0.1967,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5198,10.0000,0.2117,-0.5176,0.6185,0.4068,604.4337,88,1440,1.046018,1.046018,0.2117,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5199,10.0000,0.2099,-0.0000,0.5889,0.3790,596.9939,74,1440,0.999840,0.999840,0.2099,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5200,10.0000,0.2084,-0.8264,0.6006,0.3922,603.7018,82,1440,0.943333,0.943333,0.2084,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5201,10.0000,0.2058,-0.0076,0.5849,0.3791,579.2080,72,1440,0.994501,0.994501,0.2058,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5202,10.0000,0.2139,-0.0024,0.6202,0.4062,620.2161,73,1440,1.003129,1.003129,0.2139,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5203,10.0000,0.2024,-0.1586,0.5971,0.3947,607.2361,89,1440,0.974974,0.974974,0.2024,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5204,10.0000,0.2132,-0.0089,0.6073,0.3942,607.8833,71,1440,0.994026,0.994026,0.2132,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5205,10.0000,0.2116,-0.0010,0.6070,0.3955,597.6927,80,1440,1.002030,1.002030,0.2116,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5206,10.0000,0.2116,-0.3252,0.6113,0.3997,596.7260,70,1440,1.036392,1.036392,0.2116,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5207,10.0000,0.2044,-0.0123,0.5949,0.3905,591.3178,81,1440,1.007039,1.007039,0.2044,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5208,10.0000,0.2107,-0.3175,0.5955,0.3848,603.4541,78,1440,0.964679,0.964679,0.2107,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5209,10.0000,0.2085,-0.0668,0.5954,0.3869,588.9572,79,1440,1.016414,1.016414,0.2085,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5210,10.0000,0.2021,-0.0348,0.5899,0.3878,596.5193,89,1440,1.011841,1.011841,0.2021,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5211,10.0000,0.2079,-0.0641,0.6255,0.4176,622.9525,85,1440,1.016072,1.016072,0.2079,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5212,10.0000,0.2065,-0.1432,0.5919,0.3854,601.1333,83,1440,0.976210,0.976210,0.2065,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5213,10.0000,0.2026,-0.0041,0.5957,0.3931,594.2420,77,1440,0.995940,0.995940,0.2026,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5214,10.0000,0.2103,-0.1947,0.6212,0.4109,605.8713,87,1440,1.028102,1.028102,0.2103,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5215,10.0000,0.2052,-0.4680,0.6081,0.4030,598.9545,85,1440,1.043734,1.043734,0.2052,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5216,10.0000,0.1962,-0.3916,0.5927,0.3966,604.4307,80,1440,0.960811,0.960811,0.1962,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5217,10.0000,0.1994,-0.2663,0.6365,0.4372,617.8526,109,1440,1.032905,1.032905,0.1994,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5218,10.0000,0.2073,-0.2099,0.6123,0.4050,603.6974,81,1440,1.029186,1.029186,0.2073,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5219,10.0000,0.2100,-0.0491,0.6064,0.3964,595.5958,75,1440,1.014061,1.014061,0.2100,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5220,10.0000,0.1953,-0.5608,0.6433,0.4480,630.0107,111,1440,1.047923,1.047923,0.1953,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5221,10.0000,0.2086,-0.7964,0.6364,0.4278,598.3623,91,1440,1.057239,1.057239,0.2086,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5222,10.0000,0.2094,-0.1060,0.6036,0.3942,612.0787,76,1440,0.979510,0.979510,0.2094,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5223,10.0000,0.2049,-0.0812,0.6108,0.4059,612.4266,83,1440,1.018100,1.018100,0.2049,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5224,10.0000,0.1983,-1.2701,0.6187,0.4204,591.1380,85,1440,1.072548,1.072548,0.1983,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5225,10.0000,0.2071,-0.2771,0.6128,0.4057,599.6892,83,1440,1.033572,1.033572,0.2071,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5226,10.0000,0.2008,-0.9323,0.6059,0.4050,621.8837,89,1440,0.939865,0.939865,0.2008,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5227,10.0000,0.1967,-0.0589,0.6020,0.4053,592.1365,94,1440,1.015405,1.015405,0.1967,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5228,10.0000,0.2097,-1.1388,0.6279,0.4182,603.3217,81,1440,1.068630,1.068630,0.2097,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5229,10.0000,0.2046,-0.0172,0.6200,0.4154,619.6359,87,1440,1.008324,1.008324,0.2046,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5230,10.0000,0.2047,-0.0794,0.5935,0.3888,599.3675,76,1440,0.982263,0.982263,0.2047,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5231,10.0000,0.2064,-0.0032,0.6092,0.4028,609.5115,82,1440,1.003586,1.003586,0.2064,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5232,10.0000,0.2073,-0.0001,0.6128,0.4055,614.6489,87,1440,1.000498,1.000498,0.2073,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5233,10.0000,0.1978,-0.0007,0.6185,0.4206,624.1306,90,1440,1.001643,1.001643,0.1978,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5234,10.0000,0.1957,-0.0623,0.6080,0.4123,621.1314,87,1440,0.984271,0.984271,0.1957,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5235,10.0000,0.1988,-0.1648,0.6271,0.4283,617.5082,104,1440,1.025840,1.025840,0.1988,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5236,10.0000,0.1993,-0.3084,0.6036,0.4043,616.2310,79,1440,0.965184,0.965184,0.1993,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5237,10.0000,0.2024,-1.0829,0.5746,0.3722,590.9056,78,1440,0.935267,0.935267,0.2024,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5238,10.0000,0.1944,-0.6122,0.5827,0.3883,596.2021,85,1440,0.951126,0.951126,0.1944,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5239,10.0000,0.2066,-1.6764,0.5846,0.3780,611.1716,73,1440,0.919789,0.919789,0.2066,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5240,10.0000,0.2028,-0.4772,0.5984,0.3956,614.7361,87,1440,0.956788,0.956788,0.2028,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5241,10.0000,0.2080,-0.0783,0.6133,0.4053,599.4366,94,1440,1.017776,1.017776,0.2080,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5242,10.0000,0.2184,-0.6505,0.6113,0.3929,598.8460,73,1440,1.051661,1.051661,0.2184,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5243,10.0000,0.2032,-0.2763,0.5976,0.3944,613.0306,70,1440,0.967030,0.967030,0.2032,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5244,10.0000,0.2003,-0.1262,0.6069,0.4067,617.1778,87,1440,0.977655,0.977655,0.2003,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5245,10.0000,0.2005,-0.3580,0.6197,0.4193,601.9169,101,1440,1.038202,1.038202,0.2005,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5246,10.0000,0.2008,-1.1646,0.6030,0.4022,647.2531,82,1440,0.932911,0.932911,0.2008,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5247,10.0000,0.2094,-0.0181,0.6001,0.3908,602.8915,79,1440,1.008527,1.008527,0.2094,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5248,10.0000,0.1955,-1.2725,0.5888,0.3934,609.9169,90,1440,0.929928,0.929928,0.1955,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5249,10.0000,0.2059,-0.0499,0.6248,0.4189,618.3803,92,1440,1.014172,1.014172,0.2059,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5250,10.0000,0.2148,-0.5654,0.6038,0.3889,589.9893,73,1440,1.048120,1.048120,0.2148,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5251,10.0000,0.2044,-1.0787,0.5996,0.3952,589.0348,84,1440,1.066765,1.066765,0.2044,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5252,10.0000,0.2142,-0.4193,0.6058,0.3916,584.9740,71,1440,1.041374,1.041374,0.2142,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5253,10.0000,0.2098,-0.4676,0.5980,0.3881,620.6811,71,1440,0.957220,0.957220,0.2098,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5254,10.0000,0.2027,-0.0452,0.6192,0.4165,613.5048,83,1440,1.013496,1.013496,0.2027,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5255,10.0000,0.2050,-0.0527,0.5765,0.3715,577.2215,77,1440,0.985540,0.985540,0.2050,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5256,10.0000,0.2107,-1.1846,0.6163,0.4056,591.0774,81,1440,1.070021,1.070021,0.2107,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5257,10.0000,0.2058,-0.3458,0.6062,0.4004,611.2314,77,1440,1.037535,1.037535,0.2058,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5258,10.0000,0.1977,-0.1455,0.5995,0.4018,597.9614,94,1440,0.976017,0.976017,0.1977,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5259,10.0000,0.2101,-0.0405,0.6058,0.3957,599.6459,85,1440,1.012765,1.012765,0.2101,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5260,10.0000,0.2011,-0.2973,0.6195,0.4184,603.7762,96,1440,1.034781,1.034781,0.2011,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5261,10.0000,0.2037,-0.1102,0.5967,0.3930,587.3606,82,1440,1.021110,1.021110,0.2037,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5262,10.0000,0.2062,-0.0141,0.6018,0.3955,611.2849,80,1440,0.992507,0.992507,0.2062,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5263,10.0000,0.2081,-0.0008,0.5953,0.3872,595.3193,69,1440,0.998212,0.998212,0.2081,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5264,10.0000,0.2086,-0.0773,0.5893,0.3807,605.6053,73,1440,0.982489,0.982489,0.2086,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5265,10.0000,0.2134,-1.0994,0.5936,0.3801,613.7682,67,1440,0.934786,0.934786,0.2134,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5266,10.0000,0.1971,-0.1613,0.6106,0.4135,609.2228,96,1440,1.025566,1.025566,0.1971,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5267,10.0000,0.2031,-0.4763,0.6153,0.4122,620.7909,91,1440,0.956827,0.956827,0.2031,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5268,10.0000,0.2021,-0.1690,0.6227,0.4206,607.3545,99,1440,1.026168,1.026168,0.2021,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5269,10.0000,0.1873,-0.1301,0.6324,0.4451,626.0060,103,1440,1.022945,1.022945,0.1873,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5270,10.0000,0.2085,-0.9924,0.6271,0.4186,604.2215,80,1440,1.063996,1.063996,0.2085,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5271,10.0000,0.2041,-0.0094,0.6072,0.4031,610.7815,93,1440,1.006147,1.006147,0.2041,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5272,10.0000,0.2109,-0.0018,0.6138,0.4028,613.1103,83,1440,1.002686,1.002686,0.2109,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5273,10.0000,0.2169,-0.5132,0.5926,0.3757,582.9306,72,1440,1.045823,1.045823,0.2169,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5274,10.0000,0.2107,-1.4551,0.6363,0.4256,612.5049,86,1440,1.077748,1.077748,0.2107,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5275,10.0000,0.2133,-0.1223,0.5642,0.3509,579.3605,63,1440,0.978004,0.978004,0.2133,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5276,10.0000,0.2102,-0.0015,0.5942,0.3840,589.0873,79,1440,0.997523,0.997523,0.2102,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5277,10.0000,0.2012,-0.9405,0.5886,0.3874,625.9889,75,1440,0.939605,0.939605,0.2012,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5278,10.0000,0.2012,-0.1167,0.6084,0.4072,607.3604,87,1440,1.021725,1.021725,0.2012,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5279,10.0000,0.2110,-0.1232,0.5871,0.3761,596.7051,70,1440,0.977925,0.977925,0.2110,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5280,10.0000,0.2090,-0.2923,0.6077,0.3988,587.6211,82,1440,1.034486,1.034486,0.2090,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5281,10.0000,0.2049,-0.1262,0.5942,0.3894,603.0141,84,1440,0.977654,0.977654,0.2049,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5282,10.0000,0.2056,-0.3065,0.5987,0.3931,596.0411,80,1440,0.965293,0.965293,0.2056,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5283,10.0000,0.2059,-0.3042,0.5922,0.3863,602.8853,75,1440,0.965419,0.965419,0.2059,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5284,10.0000,0.2079,-0.0001,0.6070,0.3992,603.6416,75,1440,0.999438,0.999438,0.2079,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5285,10.0000,0.2095,-0.7434,0.6160,0.4064,598.1622,88,1440,1.055276,1.055276,0.2095,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5286,10.0000,0.2091,-1.1473,0.6040,0.3950,579.2136,86,1440,1.068891,1.068891,0.2091,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5287,10.0000,0.2122,-0.5124,0.6057,0.3936,604.5358,86,1440,1.045784,1.045784,0.2122,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5288,10.0000,0.2019,-0.2600,0.5988,0.3970,602.9006,87,1440,0.968011,0.968011,0.2019,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5289,10.0000,0.2049,-0.1421,0.6084,0.4035,603.4915,86,1440,1.023979,1.023979,0.2049,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5290,10.0000,0.2082,-0.0689,0.6239,0.4157,615.7318,86,1440,0.983465,0.983465,0.2082,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5291,10.0000,0.1998,-0.1781,0.6029,0.4030,611.7936,90,1440,0.973490,0.973490,0.1998,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5292,10.0000,0.2030,-0.2168,0.5808,0.3779,588.1718,84,1440,0.970767,0.970767,0.2030,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5293,10.0000,0.1939,-0.1201,0.6012,0.4073,598.4418,91,1440,1.022039,1.022039,0.1939,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5294,10.0000,0.2079,-0.3676,0.5889,0.3810,577.7018,80,1440,1.038713,1.038713,0.2079,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5295,10.0000,0.2030,-0.5022,0.5885,0.3856,602.5603,78,1440,0.955684,0.955684,0.2030,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5296,10.0000,0.2080,-0.1685,0.6065,0.3986,603.0185,80,1440,1.026128,1.026128,0.2080,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5297,10.0000,0.2089,-0.5259,0.5736,0.3647,586.6132,72,1440,0.954662,0.954662,0.2089,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5298,10.0000,0.2011,-1.9207,0.5845,0.3834,620.6798,78,1440,0.914268,0.914268,0.2011,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5299,10.0000,0.1971,-0.3607,0.6248,0.4278,637.7811,89,1440,0.962376,0.962376,0.1971,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5300,10.0000,0.2163,-0.0026,0.6012,0.3849,597.9200,66,1440,0.996756,0.996756,0.2163,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5301,10.0000,0.2148,-1.6099,0.6095,0.3947,576.9510,84,1440,1.081858,1.081858,0.2148,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5302,10.0000,0.2060,-0.5002,0.5996,0.3936,587.1179,74,1440,1.045231,1.045231,0.2060,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5303,10.0000,0.2092,-0.5856,0.6048,0.3956,595.3626,79,1440,1.048986,1.048986,0.2092,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5304,10.0000,0.2054,-0.0860,0.6171,0.4117,629.5084,83,1440,0.981540,0.981540,0.2054,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5305,10.0000,0.2047,-0.4471,0.5845,0.3798,604.9824,87,1440,0.958160,0.958160,0.2047,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5306,10.0000,0.1991,-0.4471,0.6325,0.4334,615.0485,89,1440,1.042734,1.042734,0.1991,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5307,10.0000,0.2091,-0.0885,0.6143,0.4052,606.5232,88,1440,1.018900,1.018900,0.2091,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5308,10.0000,0.2083,-0.3225,0.5987,0.3904,601.5766,88,1440,0.964408,0.964408,0.2083,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5309,10.0000,0.2097,-0.6222,0.6260,0.4163,603.0738,88,1440,1.050510,1.050510,0.2097,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5310,10.0000,0.1981,-0.3701,0.5828,0.3846,606.6649,88,1440,0.961896,0.961896,0.1981,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5311,10.0000,0.2056,-0.0060,0.5954,0.3899,599.3204,82,1440,1.004925,1.004925,0.2056,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5312,10.0000,0.2051,-0.2472,0.6223,0.4172,610.4699,87,1440,1.031695,1.031695,0.2051,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5313,10.0000,0.2002,-0.2840,0.5900,0.3898,607.0816,83,1440,0.966579,0.966579,0.2002,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5314,10.0000,0.2031,-0.0144,0.6140,0.4109,613.7648,94,1440,0.992433,0.992433,0.2031,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5315,10.0000,0.1973,-0.2462,0.6072,0.4098,614.8287,89,1440,0.968862,0.968862,0.1973,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5316,10.0000,0.2141,-0.1082,0.5847,0.3706,591.5871,65,1440,0.979307,0.979307,0.2141,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5317,10.0000,0.2129,-0.0560,0.6051,0.3921,599.6376,77,1440,1.015026,1.015026,0.2129,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5318,10.0000,0.2064,-0.0209,0.6077,0.4014,606.6928,94,1440,1.009171,1.009171,0.2064,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5319,10.0000,0.2037,-0.0665,0.6029,0.3991,613.9355,86,1440,0.983753,0.983753,0.2037,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5320,10.0000,0.1901,-0.2629,0.6127,0.4226,615.4180,88,1440,0.967832,0.967832,0.1901,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5321,10.0000,0.2069,-0.1701,0.6005,0.3936,611.4972,86,1440,0.974087,0.974087,0.2069,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5322,10.0000,0.1940,-0.4865,0.5973,0.4032,593.7448,84,1440,1.044599,1.044599,0.1940,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5323,10.0000,0.2110,-0.3074,0.6340,0.4230,622.5820,84,1440,1.035372,1.035372,0.2110,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5324,10.0000,0.2049,-1.5889,0.6289,0.4240,613.1273,88,1440,1.081312,1.081312,0.2049,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5325,10.0000,0.1955,-0.0130,0.6115,0.4160,619.8936,101,1440,1.007213,1.007213,0.1955,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5326,10.0000,0.1922,-1.3245,0.5883,0.3961,614.7083,79,1440,0.928538,0.928538,0.1922,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5327,10.0000,0.2090,-0.7742,0.6092,0.4002,595.9207,78,1440,1.056424,1.056424,0.2090,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5328,10.0000,0.2100,-1.0485,0.6259,0.4159,597.8385,85,1440,1.065808,1.065808,0.2100,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5329,10.0000,0.2033,-0.9387,0.6344,0.4312,631.1297,98,1440,1.062216,1.062216,0.2033,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5330,10.0000,0.2156,-0.8337,0.6253,0.4097,588.3116,83,1440,1.058583,1.058583,0.2156,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5331,10.0000,0.2122,-2.3948,0.6219,0.4096,590.7354,83,1440,1.100269,1.100269,0.2122,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5332,10.0000,0.1965,-1.4085,0.6002,0.4037,627.5286,95,1440,0.926350,0.926350,0.1965,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5333,10.0000,0.2054,-0.1051,0.6020,0.3966,606.2893,77,1440,1.020605,1.020605,0.2054,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5334,10.0000,0.2065,-0.0025,0.6005,0.3940,606.8634,80,1440,0.996835,0.996835,0.2065,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5335,10.0000,0.2134,-0.0987,0.5947,0.3814,589.5578,71,1440,1.019970,1.019970,0.2134,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5336,10.0000,0.2063,-0.0137,0.5785,0.3722,591.2287,84,1440,0.992612,0.992612,0.2063,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5337,10.0000,0.1969,-0.0736,0.6281,0.4312,625.4627,86,1440,1.017228,1.017228,0.1969,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5338,10.0000,0.2168,-0.3743,0.6184,0.4017,605.1232,71,1440,1.039068,1.039068,0.2168,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5339,10.0000,0.2027,-0.0177,0.6082,0.4055,619.2169,93,1440,0.991610,0.991610,0.2027,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5340,10.0000,0.2045,-0.0031,0.5975,0.3931,606.7068,82,1440,0.996492,0.996492,0.2045,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5341,10.0000,0.1985,-0.0849,0.6153,0.4168,634.4011,96,1440,0.981659,0.981659,0.1985,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5342,10.0000,0.2033,-0.0174,0.5953,0.3921,596.6959,83,1440,1.008360,1.008360,0.2033,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5343,10.0000,0.2129,-1.4275,0.6064,0.3934,580.1486,82,1440,1.076991,1.076991,0.2129,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5344,10.0000,0.2035,-0.2603,0.6118,0.4083,621.0542,86,1440,0.967990,0.967990,0.2035,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5345,10.0000,0.2109,-0.2312,0.5986,0.3877,607.5069,78,1440,0.969820,0.969820,0.2109,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5346,10.0000,0.2028,-0.4233,0.6251,0.4223,597.9616,90,1440,1.041572,1.041572,0.2028,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5347,10.0000,0.1977,-4.2222,0.5890,0.3913,634.3447,85,1440,0.874266,0.874266,0.1977,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5348,10.0000,0.2042,-0.0852,0.6022,0.3980,608.5970,86,1440,0.981629,0.981629,0.2042,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5349,10.0000,0.2103,-0.2072,0.5946,0.3843,589.2894,81,1440,1.028995,1.028995,0.2103,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5350,10.0000,0.1985,-0.3973,0.5868,0.3882,602.5826,81,1440,0.960534,0.960534,0.1985,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5351,10.0000,0.2159,-0.7533,0.5920,0.3761,600.9402,70,1440,0.945861,0.945861,0.2159,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5352,10.0000,0.2068,-0.0359,0.5798,0.3730,578.1986,82,1440,1.012013,1.012013,0.2068,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5353,10.0000,0.2144,-0.1201,0.5908,0.3764,580.5213,65,1440,1.022040,1.022040,0.2144,0.0000,1440,0
campbell_rl_normal,fixed_10bps,5354,10.0000,0.2173,-0.0003,0.6179,0.4005,617.0126,67,1440,0.998929,0.998929,0.2173,0.0000,1440,0
